date,year,month,day,city,station,PM2.5_ug_m3,PM10_ug_m3,SO2_ug_m3,NO2_ug_m3,CO_mg_m3,O3_ug_m3,AQI,predominant_pollutant,source
2018-06-17,2018,6,17,Mumbai,Industrial Area - Navi Mumbai,160,316,13.8,126.1,1.36,102.1,283,PM10,Synthetic multi-year data modeled on CPCB format
2018-06-18,2018,6,18,Mumbai,Industrial Area - Navi Mumbai,40,80,20.7,142.5,2.44,108.7,104,NO2,Synthetic multi-year data modeled on CPCB format
2018-06-19,2018,6,19,Mumbai,Industrial Area - Navi Mumbai,40,295,19.3,141.3,2.92,34.9,119,PM10,Synthetic multi-year data modeled on CPCB format
2018-06-20,2018,6,20,Mumbai,Industrial Area - Navi Mumbai,158,88,24.6,107.0,1.19,101.0,259,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-06-21,2018,6,21,Mumbai,Industrial Area - Navi Mumbai,165,152,26.5,70.8,3.37,105.7,262,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-06-22,2018,6,22,Mumbai,Industrial Area - Navi Mumbai,243,323,22.6,150.0,1.74,78.2,407,PM10,Synthetic multi-year data modeled on CPCB format
2018-06-23,2018,6,23,Mumbai,Industrial Area - Navi Mumbai,217,255,17.9,77.0,1.82,114.8,344,PM10,Synthetic multi-year data modeled on CPCB format
2018-06-24,2018,6,24,Mumbai,Industrial Area - Navi Mumbai,165,182,32.4,139.6,1.61,14.0,285,PM10,Synthetic multi-year data modeled on CPCB format
2018-06-25,2018,6,25,Mumbai,Industrial Area - Navi Mumbai,52,182,23.7,127.5,1.85,46.9,123,PM10,Synthetic multi-year data modeled on CPCB format
2018-06-26,2018,6,26,Mumbai,Industrial Area - Navi Mumbai,196,183,22.8,142.2,1.05,82.8,329,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-06-27,2018,6,27,Mumbai,Industrial Area - Navi Mumbai,162,281,31.5,120.2,1.6,93.4,282,PM10,Synthetic multi-year data modeled on CPCB format
2018-06-28,2018,6,28,Mumbai,Industrial Area - Navi Mumbai,166,209,17.7,34.8,3.25,22.1,257,PM10,Synthetic multi-year data modeled on CPCB format
2018-06-29,2018,6,29,Mumbai,Industrial Area - Navi Mumbai,150,246,25.4,103.6,0.47,35.0,258,PM10,Synthetic multi-year data modeled on CPCB format
2018-06-30,2018,6,30,Mumbai,Industrial Area - Navi Mumbai,62,230,14.8,145.9,0.33,77.8,146,PM10,Synthetic multi-year data modeled on CPCB format
2018-07-01,2018,7,1,Mumbai,Industrial Area - Navi Mumbai,163,198,27.0,144.0,2.55,32.8,285,PM10,Synthetic multi-year data modeled on CPCB format
2018-07-02,2018,7,2,Mumbai,Industrial Area - Navi Mumbai,236,190,31.6,131.8,2.44,81.0,383,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-07-03,2018,7,3,Mumbai,Industrial Area - Navi Mumbai,233,211,10.2,66.2,2.86,82.2,360,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-07-04,2018,7,4,Mumbai,Industrial Area - Navi Mumbai,234,318,19.5,56.7,1.21,117.2,366,PM10,Synthetic multi-year data modeled on CPCB format
2018-07-05,2018,7,5,Mumbai,Industrial Area - Navi Mumbai,90,281,6.7,108.7,2.82,54.8,178,PM10,Synthetic multi-year data modeled on CPCB format
2018-07-06,2018,7,6,Mumbai,Industrial Area - Navi Mumbai,138,99,29.4,120.1,1.56,73.9,236,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-07-07,2018,7,7,Mumbai,Industrial Area - Navi Mumbai,54,315,7.8,60.0,2.89,83.8,115,PM10,Synthetic multi-year data modeled on CPCB format
2018-07-08,2018,7,8,Mumbai,Industrial Area - Navi Mumbai,247,102,24.0,96.1,0.74,79.4,381,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-07-09,2018,7,9,Mumbai,Industrial Area - Navi Mumbai,244,241,7.8,43.5,0.93,92.7,371,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-07-10,2018,7,10,Mumbai,Industrial Area - Navi Mumbai,139,296,24.5,108.4,1.79,75.1,247,PM10,Synthetic multi-year data modeled on CPCB format
2018-07-11,2018,7,11,Mumbai,Industrial Area - Navi Mumbai,142,206,15.8,54.1,2.61,25.1,229,PM10,Synthetic multi-year data modeled on CPCB format
2018-07-12,2018,7,12,Mumbai,Industrial Area - Navi Mumbai,75,325,12.7,25.9,1.96,55.3,135,PM10,Synthetic multi-year data modeled on CPCB format
2018-07-13,2018,7,13,Mumbai,Industrial Area - Navi Mumbai,130,246,13.2,133.9,1.92,91.3,239,PM10,Synthetic multi-year data modeled on CPCB format
2018-07-14,2018,7,14,Mumbai,Industrial Area - Navi Mumbai,41,186,22.3,60.1,1.37,36.6,88,PM10,Synthetic multi-year data modeled on CPCB format
2018-07-15,2018,7,15,Mumbai,Industrial Area - Navi Mumbai,123,124,8.6,73.1,2.0,117.5,202,PM10,Synthetic multi-year data modeled on CPCB format
2018-07-16,2018,7,16,Mumbai,Industrial Area - Navi Mumbai,83,348,34.9,79.6,3.19,43.5,164,PM10,Synthetic multi-year data modeled on CPCB format
2018-07-17,2018,7,17,Mumbai,Industrial Area - Navi Mumbai,99,303,24.8,78.3,0.63,18.0,183,PM10,Synthetic multi-year data modeled on CPCB format
2018-07-18,2018,7,18,Mumbai,Industrial Area - Navi Mumbai,204,144,11.8,79.7,0.36,27.2,319,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-07-19,2018,7,19,Mumbai,Industrial Area - Navi Mumbai,138,317,15.8,116.5,1.27,32.6,250,PM10,Synthetic multi-year data modeled on CPCB format
2018-07-20,2018,7,20,Mumbai,Industrial Area - Navi Mumbai,155,305,7.0,81.6,1.13,18.4,262,PM10,Synthetic multi-year data modeled on CPCB format
2018-07-21,2018,7,21,Mumbai,Industrial Area - Navi Mumbai,72,222,15.6,38.2,3.07,62.7,127,PM10,Synthetic multi-year data modeled on CPCB format
2018-07-22,2018,7,22,Mumbai,Industrial Area - Navi Mumbai,148,129,10.6,82.5,0.35,74.0,240,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-07-23,2018,7,23,Mumbai,Industrial Area - Navi Mumbai,40,338,10.3,89.9,2.79,61.9,106,PM10,Synthetic multi-year data modeled on CPCB format
2018-07-24,2018,7,24,Mumbai,Industrial Area - Navi Mumbai,106,301,30.0,28.6,0.79,118.4,178,PM10,Synthetic multi-year data modeled on CPCB format
2018-07-25,2018,7,25,Mumbai,Industrial Area - Navi Mumbai,241,332,14.1,89.7,3.03,99.6,387,PM10,Synthetic multi-year data modeled on CPCB format
2018-07-26,2018,7,26,Mumbai,Industrial Area - Navi Mumbai,170,325,33.6,76.2,1.76,11.1,283,PM10,Synthetic multi-year data modeled on CPCB format
2018-07-27,2018,7,27,Mumbai,Industrial Area - Navi Mumbai,194,215,34.3,38.6,3.02,87.8,298,PM10,Synthetic multi-year data modeled on CPCB format
2018-07-28,2018,7,28,Mumbai,Industrial Area - Navi Mumbai,246,110,7.9,29.6,3.45,74.5,360,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-07-29,2018,7,29,Mumbai,Industrial Area - Navi Mumbai,201,81,32.1,98.4,1.41,99.7,316,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-07-30,2018,7,30,Mumbai,Industrial Area - Navi Mumbai,60,198,11.3,37.5,1.23,36.5,109,PM10,Synthetic multi-year data modeled on CPCB format
2018-07-31,2018,7,31,Mumbai,Industrial Area - Navi Mumbai,199,290,8.3,110.0,2.92,80.0,331,PM10,Synthetic multi-year data modeled on CPCB format
2018-08-01,2018,8,1,Mumbai,Industrial Area - Navi Mumbai,70,330,16.1,113.1,2.61,114.8,155,PM10,Synthetic multi-year data modeled on CPCB format
2018-08-02,2018,8,2,Mumbai,Industrial Area - Navi Mumbai,178,268,20.7,103.8,3.22,14.6,299,PM10,Synthetic multi-year data modeled on CPCB format
2018-08-03,2018,8,3,Mumbai,Industrial Area - Navi Mumbai,185,102,23.9,128.0,1.35,65.6,304,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-08-04,2018,8,4,Mumbai,Industrial Area - Navi Mumbai,197,91,16.0,103.8,3.38,22.7,313,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-08-05,2018,8,5,Mumbai,Industrial Area - Navi Mumbai,225,323,12.9,73.8,0.82,20.7,359,PM10,Synthetic multi-year data modeled on CPCB format
2018-08-06,2018,8,6,Mumbai,Industrial Area - Navi Mumbai,128,157,33.1,145.2,1.66,34.0,233,PM10,Synthetic multi-year data modeled on CPCB format
2018-08-07,2018,8,7,Mumbai,Industrial Area - Navi Mumbai,69,314,22.4,79.7,2.47,75.8,142,PM10,Synthetic multi-year data modeled on CPCB format
2018-08-08,2018,8,8,Mumbai,Industrial Area - Navi Mumbai,180,207,34.6,105.1,2.98,28.7,298,PM10,Synthetic multi-year data modeled on CPCB format
2018-08-09,2018,8,9,Mumbai,Industrial Area - Navi Mumbai,118,168,11.4,91.8,1.4,12.7,204,PM10,Synthetic multi-year data modeled on CPCB format
2018-08-10,2018,8,10,Mumbai,Industrial Area - Navi Mumbai,163,312,24.3,59.4,3.46,62.1,267,PM10,Synthetic multi-year data modeled on CPCB format
2018-08-11,2018,8,11,Mumbai,Industrial Area - Navi Mumbai,233,333,13.1,108.8,1.38,41.4,382,PM10,Synthetic multi-year data modeled on CPCB format
2018-08-12,2018,8,12,Mumbai,Industrial Area - Navi Mumbai,93,133,5.4,72.2,1.14,116.3,161,PM10,Synthetic multi-year data modeled on CPCB format
2018-08-13,2018,8,13,Mumbai,Industrial Area - Navi Mumbai,122,191,15.8,110.3,0.62,111.6,217,PM10,Synthetic multi-year data modeled on CPCB format
2018-08-14,2018,8,14,Mumbai,Industrial Area - Navi Mumbai,73,116,8.7,26.4,3.41,19.0,118,PM10,Synthetic multi-year data modeled on CPCB format
2018-08-15,2018,8,15,Mumbai,Industrial Area - Navi Mumbai,213,248,30.9,131.1,2.77,19.9,354,PM10,Synthetic multi-year data modeled on CPCB format
2018-08-16,2018,8,16,Mumbai,Industrial Area - Navi Mumbai,111,273,28.6,131.1,1.27,102.6,213,PM10,Synthetic multi-year data modeled on CPCB format
2018-08-17,2018,8,17,Mumbai,Industrial Area - Navi Mumbai,112,112,17.6,74.2,3.03,20.7,186,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-08-18,2018,8,18,Mumbai,Industrial Area - Navi Mumbai,129,169,18.8,61.1,1.68,62.5,210,PM10,Synthetic multi-year data modeled on CPCB format
2018-08-19,2018,8,19,Mumbai,Industrial Area - Navi Mumbai,41,283,32.0,47.2,1.98,61.5,91,PM10,Synthetic multi-year data modeled on CPCB format
2018-08-20,2018,8,20,Mumbai,Industrial Area - Navi Mumbai,138,289,17.3,98.9,2.07,40.6,243,PM10,Synthetic multi-year data modeled on CPCB format
2018-08-21,2018,8,21,Mumbai,Industrial Area - Navi Mumbai,208,346,15.1,123.5,0.64,98.0,352,PM10,Synthetic multi-year data modeled on CPCB format
2018-08-22,2018,8,22,Mumbai,Industrial Area - Navi Mumbai,240,188,17.3,75.8,3.34,78.3,371,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-08-23,2018,8,23,Mumbai,Industrial Area - Navi Mumbai,74,242,26.4,147.7,2.39,41.5,164,PM10,Synthetic multi-year data modeled on CPCB format
2018-08-24,2018,8,24,Mumbai,Industrial Area - Navi Mumbai,234,157,11.3,81.8,1.97,110.2,363,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-08-25,2018,8,25,Mumbai,Industrial Area - Navi Mumbai,112,329,31.7,65.0,1.02,65.8,199,PM10,Synthetic multi-year data modeled on CPCB format
2018-08-26,2018,8,26,Mumbai,Industrial Area - Navi Mumbai,130,136,22.2,81.2,0.74,61.5,215,PM10,Synthetic multi-year data modeled on CPCB format
2018-08-27,2018,8,27,Mumbai,Industrial Area - Navi Mumbai,209,173,5.9,104.7,2.9,72.8,336,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-08-28,2018,8,28,Mumbai,Industrial Area - Navi Mumbai,145,270,14.2,65.0,0.3,61.3,241,PM10,Synthetic multi-year data modeled on CPCB format
2018-08-29,2018,8,29,Mumbai,Industrial Area - Navi Mumbai,235,327,16.5,66.9,3.07,38.3,371,PM10,Synthetic multi-year data modeled on CPCB format
2018-08-30,2018,8,30,Mumbai,Industrial Area - Navi Mumbai,50,324,17.2,116.9,1.39,39.7,127,PM10,Synthetic multi-year data modeled on CPCB format
2018-08-31,2018,8,31,Mumbai,Industrial Area - Navi Mumbai,118,341,20.6,135.1,1.62,25.1,229,PM10,Synthetic multi-year data modeled on CPCB format
2018-09-01,2018,9,1,Mumbai,Industrial Area - Navi Mumbai,228,257,22.9,26.0,2.53,60.1,344,PM10,Synthetic multi-year data modeled on CPCB format
2018-09-02,2018,9,2,Mumbai,Industrial Area - Navi Mumbai,84,163,27.0,83.6,0.95,61.2,154,PM10,Synthetic multi-year data modeled on CPCB format
2018-09-03,2018,9,3,Mumbai,Industrial Area - Navi Mumbai,83,340,7.1,108.6,3.22,65.3,172,PM10,Synthetic multi-year data modeled on CPCB format
2018-09-04,2018,9,4,Mumbai,Industrial Area - Navi Mumbai,223,259,12.3,31.4,0.94,47.5,339,PM10,Synthetic multi-year data modeled on CPCB format
2018-09-05,2018,9,5,Mumbai,Industrial Area - Navi Mumbai,235,100,31.5,54.2,2.7,90.2,352,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-09-06,2018,9,6,Mumbai,Industrial Area - Navi Mumbai,140,255,7.0,84.8,0.7,31.5,239,PM10,Synthetic multi-year data modeled on CPCB format
2018-09-07,2018,9,7,Mumbai,Industrial Area - Navi Mumbai,161,229,18.6,123.8,0.95,37.9,278,PM10,Synthetic multi-year data modeled on CPCB format
2018-09-08,2018,9,8,Mumbai,Industrial Area - Navi Mumbai,104,332,33.9,116.4,0.64,22.3,203,PM10,Synthetic multi-year data modeled on CPCB format
2018-09-09,2018,9,9,Mumbai,Industrial Area - Navi Mumbai,113,92,14.9,149.2,1.97,42.6,209,NO2,Synthetic multi-year data modeled on CPCB format
2018-09-10,2018,9,10,Mumbai,Industrial Area - Navi Mumbai,208,218,19.2,45.1,2.2,115.4,319,PM10,Synthetic multi-year data modeled on CPCB format
2018-09-11,2018,9,11,Mumbai,Industrial Area - Navi Mumbai,206,148,23.6,44.8,0.53,26.6,312,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-09-12,2018,9,12,Mumbai,Industrial Area - Navi Mumbai,180,331,9.6,67.1,2.62,65.4,295,PM10,Synthetic multi-year data modeled on CPCB format
2018-09-13,2018,9,13,Mumbai,Industrial Area - Navi Mumbai,165,132,13.5,72.5,2.44,84.5,261,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-09-14,2018,9,14,Mumbai,Industrial Area - Navi Mumbai,222,129,11.0,37.3,3.48,47.5,331,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-09-15,2018,9,15,Mumbai,Industrial Area - Navi Mumbai,214,349,12.9,148.7,2.51,92.6,368,PM10,Synthetic multi-year data modeled on CPCB format
2018-09-16,2018,9,16,Mumbai,Industrial Area - Navi Mumbai,86,176,5.3,55.8,1.18,118.2,149,PM10,Synthetic multi-year data modeled on CPCB format
2018-09-17,2018,9,17,Mumbai,Industrial Area - Navi Mumbai,184,263,29.4,74.7,1.61,43.3,298,PM10,Synthetic multi-year data modeled on CPCB format
2018-09-18,2018,9,18,Mumbai,Industrial Area - Navi Mumbai,56,126,23.1,92.9,2.15,11.2,115,PM10,Synthetic multi-year data modeled on CPCB format
2018-09-19,2018,9,19,Mumbai,Industrial Area - Navi Mumbai,203,232,22.9,145.0,0.64,116.7,343,PM10,Synthetic multi-year data modeled on CPCB format
2018-09-20,2018,9,20,Mumbai,Industrial Area - Navi Mumbai,246,158,17.6,148.2,3.42,71.4,399,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-09-21,2018,9,21,Mumbai,Industrial Area - Navi Mumbai,99,206,34.9,117.8,2.72,59.6,188,PM10,Synthetic multi-year data modeled on CPCB format
2018-09-22,2018,9,22,Mumbai,Industrial Area - Navi Mumbai,87,185,27.8,29.3,2.02,82.6,143,PM10,Synthetic multi-year data modeled on CPCB format
2018-09-23,2018,9,23,Mumbai,Industrial Area - Navi Mumbai,238,342,27.2,121.8,3.29,33.1,393,PM10,Synthetic multi-year data modeled on CPCB format
2018-09-24,2018,9,24,Mumbai,Industrial Area - Navi Mumbai,228,343,31.0,102.6,0.7,17.1,373,PM10,Synthetic multi-year data modeled on CPCB format
2018-09-25,2018,9,25,Mumbai,Industrial Area - Navi Mumbai,56,143,34.9,86.2,3.14,99.2,114,PM10,Synthetic multi-year data modeled on CPCB format
2018-09-26,2018,9,26,Mumbai,Industrial Area - Navi Mumbai,46,297,32.4,106.2,0.91,51.6,117,PM10,Synthetic multi-year data modeled on CPCB format
2018-09-27,2018,9,27,Mumbai,Industrial Area - Navi Mumbai,170,218,28.2,41.0,0.77,48.1,265,PM10,Synthetic multi-year data modeled on CPCB format
2018-09-28,2018,9,28,Mumbai,Industrial Area - Navi Mumbai,172,176,32.6,111.8,3.21,16.4,286,PM10,Synthetic multi-year data modeled on CPCB format
2018-09-29,2018,9,29,Mumbai,Industrial Area - Navi Mumbai,166,301,31.9,77.0,2.32,40.2,276,PM10,Synthetic multi-year data modeled on CPCB format
2018-09-30,2018,9,30,Mumbai,Industrial Area - Navi Mumbai,211,270,8.5,82.3,0.68,108.5,338,PM10,Synthetic multi-year data modeled on CPCB format
2018-10-01,2018,10,1,Mumbai,Industrial Area - Navi Mumbai,133,86,24.0,26.3,1.88,54.6,200,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-10-02,2018,10,2,Mumbai,Industrial Area - Navi Mumbai,158,258,6.1,112.0,0.83,63.4,272,PM10,Synthetic multi-year data modeled on CPCB format
2018-10-03,2018,10,3,Mumbai,Industrial Area - Navi Mumbai,121,84,16.7,85.2,2.14,50.2,200,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-10-04,2018,10,4,Mumbai,Industrial Area - Navi Mumbai,186,180,17.1,137.8,2.49,79.9,314,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-10-05,2018,10,5,Mumbai,Industrial Area - Navi Mumbai,129,289,7.1,27.5,1.84,61.7,209,PM10,Synthetic multi-year data modeled on CPCB format
2018-10-06,2018,10,6,Mumbai,Industrial Area - Navi Mumbai,91,344,21.6,34.4,2.03,88.8,161,PM10,Synthetic multi-year data modeled on CPCB format
2018-10-07,2018,10,7,Mumbai,Industrial Area - Navi Mumbai,194,112,16.4,74.5,1.31,41.2,301,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-10-08,2018,10,8,Mumbai,Industrial Area - Navi Mumbai,149,347,15.8,27.8,3.48,33.7,241,PM10,Synthetic multi-year data modeled on CPCB format
2018-10-09,2018,10,9,Mumbai,Industrial Area - Navi Mumbai,78,159,5.2,98.0,2.7,10.7,149,PM10,Synthetic multi-year data modeled on CPCB format
2018-10-10,2018,10,10,Mumbai,Industrial Area - Navi Mumbai,77,151,26.7,128.4,2.84,80.6,156,PM10,Synthetic multi-year data modeled on CPCB format
2018-10-11,2018,10,11,Mumbai,Industrial Area - Navi Mumbai,143,331,30.5,72.2,2.28,21.4,245,PM10,Synthetic multi-year data modeled on CPCB format
2018-10-12,2018,10,12,Mumbai,Industrial Area - Navi Mumbai,83,238,32.6,128.1,3.21,112.2,171,PM10,Synthetic multi-year data modeled on CPCB format
2018-10-13,2018,10,13,Mumbai,Industrial Area - Navi Mumbai,102,318,5.4,25.6,2.12,43.1,172,PM10,Synthetic multi-year data modeled on CPCB format
2018-10-14,2018,10,14,Mumbai,Industrial Area - Navi Mumbai,209,204,16.9,148.2,0.74,32.7,351,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-10-15,2018,10,15,Mumbai,Industrial Area - Navi Mumbai,159,314,31.5,70.2,3.44,16.7,265,PM10,Synthetic multi-year data modeled on CPCB format
2018-10-16,2018,10,16,Mumbai,Industrial Area - Navi Mumbai,109,167,6.2,48.3,1.29,21.6,178,PM10,Synthetic multi-year data modeled on CPCB format
2018-10-17,2018,10,17,Mumbai,Industrial Area - Navi Mumbai,164,286,16.4,99.1,0.38,69.7,279,PM10,Synthetic multi-year data modeled on CPCB format
2018-10-18,2018,10,18,Mumbai,Industrial Area - Navi Mumbai,50,303,5.7,69.1,2.76,73.2,111,PM10,Synthetic multi-year data modeled on CPCB format
2018-10-19,2018,10,19,Mumbai,Industrial Area - Navi Mumbai,99,87,7.8,91.4,3.08,102.5,172,O3,Synthetic multi-year data modeled on CPCB format
2018-10-20,2018,10,20,Mumbai,Industrial Area - Navi Mumbai,61,144,17.9,92.0,1.27,20.2,123,PM10,Synthetic multi-year data modeled on CPCB format
2018-10-21,2018,10,21,Mumbai,Industrial Area - Navi Mumbai,199,323,16.1,25.3,2.4,15.6,308,PM10,Synthetic multi-year data modeled on CPCB format
2018-10-22,2018,10,22,Mumbai,Industrial Area - Navi Mumbai,191,301,13.6,133.5,2.81,42.0,328,PM10,Synthetic multi-year data modeled on CPCB format
2018-10-23,2018,10,23,Mumbai,Industrial Area - Navi Mumbai,158,114,28.8,92.1,3.01,15.6,256,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-10-24,2018,10,24,Mumbai,Industrial Area - Navi Mumbai,230,150,19.0,134.6,1.29,48.0,372,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-10-25,2018,10,25,Mumbai,Industrial Area - Navi Mumbai,49,307,18.0,122.1,1.98,100.4,126,PM10,Synthetic multi-year data modeled on CPCB format
2018-10-26,2018,10,26,Mumbai,Industrial Area - Navi Mumbai,89,253,33.9,44.7,3.18,83.9,155,PM10,Synthetic multi-year data modeled on CPCB format
2018-10-27,2018,10,27,Mumbai,Industrial Area - Navi Mumbai,189,128,17.4,100.6,2.25,24.6,303,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-10-28,2018,10,28,Mumbai,Industrial Area - Navi Mumbai,135,98,25.2,128.6,0.84,14.4,234,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-10-29,2018,10,29,Mumbai,Industrial Area - Navi Mumbai,109,205,17.5,131.1,2.12,26.8,206,PM10,Synthetic multi-year data modeled on CPCB format
2018-10-30,2018,10,30,Mumbai,Industrial Area - Navi Mumbai,241,258,27.6,44.2,3.13,53.0,368,PM10,Synthetic multi-year data modeled on CPCB format
2018-10-31,2018,10,31,Mumbai,Industrial Area - Navi Mumbai,89,305,17.9,94.4,0.81,26.1,174,PM10,Synthetic multi-year data modeled on CPCB format
2018-11-01,2018,11,1,Mumbai,Industrial Area - Navi Mumbai,68,260,14.3,28.7,2.34,29.8,122,PM10,Synthetic multi-year data modeled on CPCB format
2018-11-02,2018,11,2,Mumbai,Industrial Area - Navi Mumbai,96,231,26.7,25.2,0.75,36.0,158,PM10,Synthetic multi-year data modeled on CPCB format
2018-11-03,2018,11,3,Mumbai,Industrial Area - Navi Mumbai,82,243,8.2,65.8,2.24,11.0,151,PM10,Synthetic multi-year data modeled on CPCB format
2018-11-04,2018,11,4,Mumbai,Industrial Area - Navi Mumbai,77,116,5.2,124.3,0.49,45.2,153,NO2,Synthetic multi-year data modeled on CPCB format
2018-11-05,2018,11,5,Mumbai,Industrial Area - Navi Mumbai,246,110,23.7,46.4,1.97,116.7,366,PM2.5,Synthetic multi-year data modeled on CPCB format
2018-11-06,2018,11,6,Mumbai,Industrial Area - Navi Mumbai,106,329,29.0,83.3,1.03,43.7,196,PM10,Synthetic multi-year data modeled on CPCB format
2018-11-07,2018,11,7,Mumbai,Industrial Area - Navi Mumbai,79,237,19.5,76.9,3.47,36.3,150,PM10,Synthetic multi-year data modeled on CPCB format
2018-11-08,2018,11,8,Mumbai,Industrial Area - Navi Mumbai,155,124,28.5,36.2,2.89,33.0,236,PM2.5,Synthetic multi-year data modeled on CPCB format
